input,match,product_guide,product_guide_count
sweet corn,SWEET CORN KERNELS (SHAN)1KGX10PKT CN 甜玉米粒,"CREAM DORY FILLET 220-300GM 6KG (2) VN  多利魚, Chicken Breast Half B/L S/L (Aurora) 2kgx6pkt BR, CHICKEN BREAST HALF B/L S/L (AVIVAR) 2KGX6PKT BR, BROCCOLI FLOWER (SHAN) 1KGX10PKT CN 花椰菜花, SWEET CORN KERNELS (SHAN)1KGX10PKT CN 甜玉米粒",5
Chews fresh eggs 10x60g,CHEW'S FRESH BROWN EGGS (600G) 10S,"CHEW'S FRESH KAMPONG EGGS (210G) 6S, CHEW'S OMEGA 3 FRESH WHITE EGGS (550G) 10S, MINIMART FARM EGGS 30S, CHEW'S CAGE-FREE FRESH BROWN EGGS (330G) 6S, CHEW'S FRESH BROWN EGGS (600G) 10S",5
猪脚,Front Trotter Cut 前手尖切,"PORK COLLAR SLICED SPLIT HALF 1.5MM BAG(12PKTx1KG), Front Trotter Cut 前手尖切, PORK COLLAR CHAR SIEW (RUYI) VAC(~2KG)(K), WHOLE CHICKEN 1000G (PERDIGAO) (10PKTx1KG)-10KG BR, PORK COLLAR SLICED 2MM TP(10PKTx1KG), COOKED VANNAMEI PRAWN HOSO 41/50 (10PKTx1KG), PORK LOIN B/L (FRIMESA) -25KG BR, PORK MINCE 60/40 M/WANTON (RUYI) BAG(8BAGx2KG)^, PRAWN BROTH (12PKTx1KG)",9
Crayfish 100/150 (cut half),CRAYFISH CUT 100/150 - PT,"CRAYFISH CUT 100/150 - PT, SOFT SHELL CRAB 120-150 (10KG/CTN) - GPOS, WHITE CLAM WITH SHELL 40/60 (1KG X 10PKTS) - PO, FROZEN CUT SLIPPER LOBSTER 50-75G (10KG/CTN) - PO, COOKED VANNAMEI SHRIMP HOSO 31/40 10KGS PJAA, LOBSTER AMERICAN WHOLE RAW 400/450 (4.54KG/CTN)-FI, WHOLE BLACK MUSSEL 5-8CM/PC (1KG X 10PKT) - PO",7
鸡腿1箱,CHICKEN WHOLE LEG (AURORA) 15KG BR 鸡大腿,"CHICKEN WING 100-120GM (PERDIGAO) 15KG BR 鸡翅, Chicken Leg B/L S/O 200gm Up(Aurora)2kgx6pkt BR, Chicken Wing 100-120gm (Aurora) 9kg BR 鸡翅100-120, CHICKEN WHOLE LEG (AURORA) 15KG BR 鸡大腿, Chicken Whole Leg (Perdigao) 15kg BR  巴西鸡大腿, CHICKEN LEG B/L S/O 200GM UP (SADIA) 2KGX6PKT BR, Chicken Franks 10pcs (Perdix) 340gmx24pkt BR 热狗, Pork Loin Boneless (Aurora) 10kg BR 肉头",8
鱼圆1OO,HANDMADE FRESH FISH BALL (W) 50,"SEAFOOD RING ROLL, FISH PASTE, CUTTLEFISH NUGGET, SEAFOOD ROLL, CHICKEN BALL (BIG) 1KG, HANDMADE FRESH FISH BALL (W) 50, MEDIUM BEAN POK",7
Har Jeong chicken,HAR JEONG CHICKEN 1KG X 6PKT,"A05 COOKED 2 JOINT WING, HAR JEONG CHICKEN 1KG X 6PKT, A03 COOKED WINGSTICK, (33) CRISPY CHICKEN SEAWEED 1KG, TM01 CHICKEN PATTIES 1KG X 10PKT, B/LESS ROASTED DUCK 16PC",6
三层肉丁,PORK BELLY SHEET/R CUBE 2CM BAG (5PKTx2KG),"PORK HOCK CUBE 2.5"" BAG (2PKTx5KG), PORK SPARE RIB (MABELLA) BR, PORK COSTAL STRIP(SOFTBONE)(AGROSUPER) -10KG CH, PORK STOMACH COOKED (AGROSUPER) -10KG CH, PORK SOFTBONE (SCAN), PORK LOIN BACK RIB (FRIMESA) -10KG BR, PORK BELLY SHEET/R CUBE 2CM BAG (5PKTx2KG), PORK MINCE (2T) 80/20 BAG(6PKTx2KG), PORK STOMACH COOKED (SEARA) -15KG BR",9
Oyster,"JAPAN MUROTSU OYSTER WHOLE - M, 144pcs/12doz/ctn","JAPAN MUROTSU OYSTER WHOLE - M, 144pcs/12doz/ctn, BLACK TIGER HOSO 16/20 (1OKGS) - PJ",3
Roaster wing,A03 COOKED WINGSTICK,"BATTERED ONION RING (10PKT), A01 SPICY WINGSTICK, A03 COOKED WINGSTICK, A11 POP CORN CHICKEN 1KG, TEMPURA CHICKEN NUGGET, N1 CHICKEN NUGGET (10PKT)",6
PASTEURIZED LIQUID EGG WHITE,CHEW’S PASTEURIZED LIQUID EGG WHITE 1KG,"CHEW’S PASTEURIZED LIQUID EGG YOLK 5KG, CHEW’S PASTEURIZED LIQUID EGG WHITE 1KG, CHEW’S PASTEURIZED LIQUID EGG YOLK 1KG, CHEW'S PASTEURIZED LIQUID WHOLE EGG 5KG",4
星期一小鸡腿,Chicken Drumstick B/IN S/O (Wayne Farms) 15kg US,"VRC Pork Softbone 10Kg/Ctn 猪软骨, Pork Soft Bone (Alegra) 20kg BR 猪软骨, Finland Pork Softbone 10Kg/Ctn 猪软骨, Pork Soft Bone (Boseler) 15kg DE 猪软骨, Chicken Drumstick B/IN S/O (Wayne Farms) 15kg US, PORK SOFT BONES (COMPAXO) 10KG NL 猪软骨, Muller Pork Bone 猪骨, Pork Soft Bone (Tonnies) 10kg DE, CHICKEN DRUMSTICK (AGROSUL) 1KGX12PKT BR 巴西鸡小腿",9
Super crispy chicken,(22) SUPER CRISPY CHICKEN 1KG,"(22) SUPER CRISPY CHICKEN 1KG, HAR JEONG CHICKEN 1KG X 6PKT, KT01 CHICKEN KATSU 70G, FS01 FRIED 2 JOINT WING",4
80/20,Minced Meat Grade A上等搅肉,"Minced Meat Grade B搅肉, Minced Meat Grade A上等搅肉, Pork Big Bone Cut 切割大骨, CHICKEN LEG B/L S/O 200G VAC (6PKTX2KG) TH",4
腐竹卷,BEANCURD ROLL,"CHILLI FISH CAKE, CHICKEN WANTON, CHICKEN NGOH HIANG BALL, FRIED FISH BALL, CHICKEN BIG NGOH HIANG, BEANCURD ROLL, CHICKEN DUMPLING",7
Spring roll big,(2A)素大春卷600G SPRING ROLL (BIG)**** *** ****** (15 PC),"素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (1B32A)(佛心)素港式叉烧 900G VGN HK CHAR SIEW (20 PC), (2-70) 泰式辣椒980G - MAE PRANOM THAI CHILLI SAUCE (12 PC), (59)(鸿-干粮) 咖喱素羊肉250G Vgn Curry Mutton, (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), (2A) (大) 素咖哩卜800G VGN CURRY PUFF BIG ******** (20 PC), (2A)素大春卷600G SPRING ROLL (BIG)**** *** ****** (15 PC), (3-2015)(鸿-干粮) 喱素冷当G 250G Vgn Curry Rendang G, (2B-71)-素鱼柳汉堡扒500G- VGN FISH STEAK(10PCS) (20 PC)",9
台湾香肠,CHICKEN TAIWAN SAUSAGE (S.S.KIM) 500GMX20PKT SG,"Hash Browns Triangle (Ecofrost) 2.5kgx4pkt BE 三角, CHICKEN TAIWAN SAUSAGE (S.S.KIM) 500GMX20PKT SG, Fish Chip Red (PFP) 500gmx20pkt TH 泰鱼片(红), MIXED VEGETABLES (SHAN) 1KGX10PKT CN 杂豆, Fish Burger Breaded - L 32pcs (Dodo) 2.4kgx6pkt MY, CHICKEN TAIWAN SAUSAGE (V12) 500GMX20PKT SG 鸡肉台湾香肠, Fish Kembong G/G 8/10 (D) 1kgx10pkt TH",7
Strawberry,STRAWBERRY 草莓 (200G-250G/PUN),"STRAWBERRY 草莓 (250G/PUN), ORANGE VALENCIA 水橙子 (120G-200G/NOS), BANANA SEMI RIPE 香蕉",3
龙虾卷,CUTTLEFISH WANTON,"TAU KEE PUFF, FRESH FISH CAKE (MIX), CHICKEN BEANCURD, SEAFOOD WANTON, CUTTLEFISH WANTON, FROZEN CHICKEN BONE 5KG, TEOCHEW FISH CAKE (20PCS), CHICKEN DUMPLING, COOKED FISH BALL",9
Crispy wing,FS01 FRIED 2 JOINT WING,"JPS01 PORK SAUSAGE ORIGINAL, A01 SPICY WINGSTICK, (33) CRISPY CHICKEN SEAWEED 1KG, (22) SUPER CRISPY CHICKEN 1KG, TEMPURA CHICKEN NUGGET, JPS05 PORK SAUSAGE CHEESE, FS01 FRIED 2 JOINT WING, N1 CHICKEN NUGGET (10PKT)",8
japan oyster,"JAPAN MUROTSU OYSTER WHOLE - M, 144pcs/12doz/ctn","1/2 SHELL MUSSEL, 907g (1CTN/12BOX)- PO, JAPAN MUROTSU OYSTER WHOLE - M, 144pcs/12doz/ctn, FISH PASTE 2KG/PKT, VANNAMEI SHRIMP HOSO 26/30(10KGS) - PJ",6
basil,BASIL 罗勒 / 九辰塔 (50G/PKT),nan,1
Original chicken patty,TM01 CHICKEN PATTIES 1KG X 10PKT,"HAR JEONG CHICKEN 1KG X 6PKT, TM01 CHICKEN PATTIES 1KG X 10PKT, KT01 CHICKEN KATSU 70G, A11 POP CORN CHICKEN 1KG, (11) CRISPY CHIX ORIGINAL 1KG, FS01 FRIED 2 JOINT WING, CRISPY CHICKEN ROLL 500G X 20PKT, FS03 CRISPY CHICKEN STRIP",8
fried joint wing,FS01 FRIED 2 JOINT WING,"(66) IKEDA CHICKEN CUTLET 1.1KG, A11 POP CORN CHICKEN 1KG, (99) S/L CHIX BREAST FILLET 1.15KG, FS05 FRIED CRISPY THIGH, FS01 FRIED 2 JOINT WING, FS03 CRISPY CHICKEN STRIP, FS07 FRIED CRISPY DRUM",7
素干鹅 Veg Goose Skin Dry (Red),(1A28A)(红) 素干鹅350G VEG GOOSE SKIN DRY (RED) (80 PC),"素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (1A28A)(红) 素干鹅350G VEG GOOSE SKIN DRY (RED) (80 PC), (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC)",3
Chicken Karaage,(11) CRISPY CHIX ORIGINAL 1KG,"A09 CRUNCHY BONELESS THIGH, (11) CRISPY CHIX ORIGINAL 1KG, FS01 FRIED 2 JOINT WING",3
Mock Fish - Fish Ball,(1-90)素世界-鱼丸 - 500G VGN FISH BALL (18 PC),"素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (1A-23A) - 经济香鱼片- 900G VEG ECONOMICAL FISH SLICE (20 PC), (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), (1A25A)素世界 素 叉烧切900G VGN BBQ GLUTEN SLICED VWF (10 PC), (1-90)素世界-鱼丸 - 500G VGN FISH BALL (18 PC), (2A)素大春卷600G SPRING ROLL (BIG)**** *** ****** (15 PC), (62)(红红红) 大罐 (红) 冬炎 2KG VGN TOMYAM (BIG) (6 PC), (2B) 素黄金鱼豆腐 1KG WP VGN GOLDEN FISH TOFU (12 PC), (2A)素小春卷400G SPRING ROLL (SMALL) ***** (20 PC)",9
White Clams,WHITE CLAM WITH SHELL 40/60 (1KG X 10PKTS) - PO,"BOILED SCALLOP MEAT 100-120, (500G X 20PKT) - PO, 31/40 PTO VANNAMEI SHRIMP (1KG X 10PKT) - PO, WHITE CLAM WITH SHELL 40/60 (1KG X 10PKTS) - PO",4
salmon fillet,FROZEN SALMON FILLET - 15KG/CTN - PO,"FROZEN SALMON FILLET - 15KG/CTN - PO, SMOKED SALMON PRE-SLICED (900g X 10PKT) - PO, 9kg/ctn, SUTCHI FILLET 170-230GM SQUARE 6KG, '84', 1/2 SHELL SCALLOP WITH ROE 8-9 CM ( 1KG X 10 PKT) - PO",6
龙虾卷3包,CUTTLEFISH WANTON,"SEAFOOD RING ROLL, CHICKEN WANTON, TAU KEE PUFF, CUTTLEFISH WANTON, (L)FRESH FISH BALL (50), FRIED FISH CAKE (BLACK), MEDIUM BEAN POK",7
大板鱼,(1A24A)(味根香) 素大板鱼500G Vgn Osaka Fish (32 PC),"(1A24A)(味根香) 素大板鱼500G VGN OSAKA FISH (32 PC), (1A-24B) - (900G) 味根香 小 明虾 - SMALL PRAWN (20 PC), (1A25A) - (黑) 腌鸭 切片 素世界-900G SMOKED DUCK DICE (10 PC), (1A6A) -素肠 1KG- GLUTEN INTESTINE (30 PC), (65B)梅膏 5L - PLUM SAUCE, (2B-71) -香春酱300G - VEGAN CEDAR TOON SAUCE (80 PC), (2-80)番茄风味火锅调味料200G VGN TOMATO HOTPOT BASE (24 PC)",7
Big fish ball w veg 大菜丸-100,(VEG) FRESH FISH BALL (BLX),"SEAFOOD RING ROLL, CUTTLEFISH TOFU, MUSHROOM MEAT ROLL, CHICKEN BEANCURD, CHICKEN NGOH HIANG BALL, CUTTLEFISH NUGGET, TEOCHEW FISH MEAT BALL, BEANCURD ROLL, (VEG) FRESH FISH BALL (BLX)",9
泰国鱼片,Fish Chip Red (PFP) 500gmx20pkt TH 泰鱼片(红),"CHICKEN SEAWEED (ROYAL) 1KGX12PKT CN 紫菜鸡, Fish Chip Red (PFP) 500gmx20pkt TH 泰鱼片(红), Chicken Seaweed (NM) 1kgx6pkt CN 紫菜鸡, RTH Bagedel 20pcs (Aseanis) 600gmx20pkt MY, Crispy Chicken Nugget (Freezepak) 1kgx9pkt TH泰国麦鸡块, Chicken Franks 10pcs (Perdix) 340gmx24pkt BR 热狗, RTH BAGEDEL 12PCS (FALAH) 400GMX25PKT MY 甜饼, Japanese Crispy Chicken Seaweed (CS Tay) 1kgx10pkt",8
packet,(2A)(青)素干鹅400G VGN CRISPY SOYA (GREEN)********** (70 PC),"素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (2A)(青)素干鹅400G VGN CRISPY SOYA (GREEN)********** (70 PC), (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC)",3
Seaweed chicken,(33) CRISPY CHICKEN SEAWEED 1KG,"(22) SUPER CRISPY CHICKEN 1KG, (33) CRISPY CHICKEN SEAWEED 1KG, (5) CRISPY CHIX W BEANCURD 400G",3
N1 Tatsuda Nugget,N1 CHICKEN NUGGET (10PKT),"(99) S/L CHIX BREAST FILLET 1.15KG, A01 SPICY WINGSTICK, N1 CHICKEN NUGGET (10PKT), A05 COOKED 2 JOINT WING",4
Super crispy chicken,(22) SUPER CRISPY CHICKEN 1KG,"(22) SUPER CRISPY CHICKEN 1KG, HAR JEONG CHICKEN 1KG X 6PKT, KT01 CHICKEN KATSU 70G, FS01 FRIED 2 JOINT WING",4
Canada pork loin,Canada Pork Loin Boneless 加拿大肉头,"Canada Pork Shoulder Butt 加拿大五花, Belly Skinless肚肉去皮, Canada Pork Loin Boneless 加拿大肉头, Canada Pork Belly B/L S/L 加拿大去皮肚肉",4
中生丸>15O,(M) FRESH FISH BALL50,"(M) FRESH FISH BALL50, (M) FRESH FISH BALL 100, FRIED FISH CAKE (BLACK)",3
大板鱼1箱,(1A24A)(味根香) 素大板鱼500G VGN OSAKA FISH (32 PC),"素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (1A24A)(味根香) 素大板鱼500G VGN OSAKA FISH (32 PC), (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), 新春送礼 2025 CNY GIFTS, (1-90) 珍珠虾 500G WP - VGN PEARLY PRAWN (18 PC), (9B-59/60)天下第一鱼-260G WP - VGN NO. 1 HOUSE FISH (16 PC)",6
Grapefruit,GRAPEFRUIT PINK 葡萄柚 (250G-350G/PCS),"YAM 芋头, LIME SEEDLESS 无子青柠檬, LIME SMALL / CALAMANSI 酸柑 / 柑仔, GRAPEFRUIT PINK 葡萄柚 (250G-350G/PCS)",4
Chashu,RAMEN CHAR SIEW SLICE (TAKAGI) VAC(10PKT),"SHOYU SOUP (TAKAGI) TS(20PKTx1KG)(K), KARAKA RAMEN (TAKAGI) (12PKTx450G)(K), PORK BELLY A R/ON SIN/R SB/I 20x50(BOSELER)VAC DE, CHICKEN SAUSAGE (20PKTx1KG), RAMEN CHAR SIEW SLICE (TAKAGI) VAC(10PKT), BUTASHOGA RAMEN (TAKAGI) (12PKTx450G)(K), PORK HONEY BAKED HAM SLICED (GB) VAC(10PKTx1KG)",7
curly kale,AUSTRALIA CURLY KALE 羽衣甘兰,"ONION SPANISH RED 澳洲红葱, CHICORY RED  红菊苣, BRUSSEL SPROUT 芽甘蓝 / 小洋包菜, AUSTRALIA CURLY KALE 羽衣甘兰, POTATO USA / IDAHO / RUSSET 美国土豆 / 美国马铃薯, CHIVES  细香葱 / 西洋细韭菜 (50G/PKT), MUSHROOM PORTOBELLO 波多贝罗蘑菇, STORY FRESH - MESCLUN SALAD 澳洲萨拉 (500G/PKT), BABY ROMAINE LETTUCE / LITTLE GEM / BABY COS LETTUCE 小罗曼",9
fresh pork mince,Minced Meat Grade A上等搅肉,"PORK BELLY B/L S/L SLICE 4MM TP(10PKTx1KG), PORK COLLAR (FRIMESA) -20KG BR, PORK DICED MEAT 2CMx2CM TS(6PKTx2KG), PORK COLLAR SLICED 2MM TP(10PKTx1KG), Minced Meat Grade A上等搅肉",5
Cooked Prawns 31/40,COOKED VANNAMEI SHRIMP HOSO 31/40 10KGS PJAA,"CRAYFISH CUT 100/150 - PT, SOFT SHELL CRAB 120-150 (10KG/CTN) - GPOS, WHITE CLAM WITH SHELL 40/60 (1KG X 10PKTS) - PO, FROZEN CUT SLIPPER LOBSTER 50-75G (10KG/CTN) - PO, COOKED VANNAMEI SHRIMP HOSO 31/40 10KGS PJAA, LOBSTER AMERICAN WHOLE RAW 400/450 (4.54KG/CTN)-FI, WHOLE BLACK MUSSEL 5-8CM/PC (1KG X 10PKT) - PO",7
Nuggets,Nugget/金鸡块,"Fried Fish Ball (炸鱼丸) -A, Nugget/金鸡块, Cheese Tofu (芝士豆腐)",3
萝卜粒,(2A-31)萝卜粒 1KG VGN FROZEN DICED CARROT (10 PC),"(1A-20A) 素火腿粒 900G VGN CUISSE HAM CUBE VWF (20 PC), 素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (1A24A)(味根香) 素大板鱼500G VGN OSAKA FISH (32 PC), (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), (2A-31)萝卜粒 1KG VGN FROZEN DICED CARROT (10 PC), (2B57) 腊肠 WP 1KG TAIWAN SAUSAGE 12KG/CTN (12 PC), (2A)素小春卷400G SPRING ROLL (SMALL) ***** (20 PC)",7
Singapore egg,CHEW'S FRESH BROWN EGGS (600G) 10S,"CHEW'S NEWLY LAID FRESH BROWN EGGS (400G) 10S, CHEW'S NEWLY LAID WHITE EGGS (400G) 10S, CHEW'S OMEGA 3 FRESH WHITE EGGS (550G) 10S, CHEW'S CORN RICH FRESH BROWN EGGS (500G) 10S, CHEW'S FRESH BROWN EGGS (600G) 10S",5
Butashoga frozenRTE,BUTASHOGA RAMEN (TAKAGI) (12PKTx450G)(K),"SHOYU SOUP (TAKAGI) TS(20PKTx1KG)(K), KARAKA RAMEN (TAKAGI) (12PKTx450G)(K), PORK BELLY A R/ON SIN/R SB/I 20x50(BOSELER)VAC DE, CHICKEN SAUSAGE (20PKTx1KG), RAMEN CHAR SIEW SLICE (TAKAGI) VAC(10PKT), BUTASHOGA RAMEN (TAKAGI) (12PKTx450G)(K), PULLED PORK (TAKAGI) VAC(10PKTx1KG), PORK HONEY BAKED HAM SLICED (GB) VAC(10PKTx1KG)",8
Sotong youtiao,SOTONG YOU TIAO (苏东油条),"Fried Beancurd Roll (炸豆支卷), Gan Er (干鹅), Golden Prawn Pancake黄金虾饼, SOTONG YOU TIAO (苏东油条), Big Ngoh Hiang Roll (大五香卷)",5
Brocolinni,BANANA SEMI RIPE 香蕉,"ORANGE VALENCIA 水橙子 (120G-200G/NOS), LEMON YELLOW 黄柠檬 (150G-200G/NOS), BANANA SEMI RIPE 香蕉",3
Chicken Karaage,(11) CRISPY CHIX ORIGINAL 1KG,"(11) CRISPY CHIX ORIGINAL 1KG, A09 CRUNCHY BONELESS THIGH",2
台湾香肠,CHICKEN TAIWAN SAUSAGE (S.S.KIM) 500GMX20PKT SG,"Hash Browns Triangle (Ecofrost) 2.5kgx4pkt BE 三角, CHICKEN TAIWAN SAUSAGE (S.S.KIM) 500GMX20PKT SG, Fish Chip Red (PFP) 500gmx20pkt TH 泰鱼片(红), MIXED VEGETABLES (SHAN) 1KGX10PKT CN 杂豆, Fish Burger Breaded - L 32pcs (Dodo) 2.4kgx6pkt MY, CHICKEN TAIWAN SAUSAGE (V12) 500GMX20PKT SG 鸡肉台湾香肠, Fish Kembong G/G 8/10 (D) 1kgx10pkt TH",7
Hash brown,(2B) - *三角形*署片2KG - TRIANGLE TATERS PATTI (6 PC),"素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (2A)(青)素干鹅400G VGN CRISPY SOYA (GREEN)********** (70 PC), (1A-23A) - 经济香鱼片- 900G VEG ECONOMICAL FISH SLICE (20 PC), (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), (2B) - *三角形*署片2KG - TRIANGLE TATERS PATTI (6 PC), (2A)素大春卷600G SPRING ROLL (BIG)**** *** ****** (15 PC), 新春送礼 2025 CNY GIFTS, (2A-31) - 玉署署Yu Su Su Corn **************, (1A-3A) 素香味鸡丁900G VGN CRISPY CHICKEN DICED (20 PC)",9
Goose skin dry green,(2A)(青)素干鹅400G VGN CRISPY SOYA (GREEN)********** (70 PC),"素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (2A)(青)素干鹅400G VGN CRISPY SOYA (GREEN)********** (70 PC), (1A-23A) - 经济香鱼片- 900G VEG ECONOMICAL FISH SLICE (20 PC), (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), (2B) - *三角形*署片2KG - TRIANGLE TATERS PATTI (6 PC), (2A)素大春卷600G SPRING ROLL (BIG)**** *** ****** (15 PC), 新春送礼 2025 CNY GIFTS, (2A-31) - 玉署署Yu Su Su Corn **************, (1A-3A) 素香味鸡丁900G VGN CRISPY CHICKEN DICED (20 PC)",9
Bay Scallop $14.5,FROZEN BAY SCALLOP 60/80 (500G X 20PKT) - SPOF,"FROZEN BAY SCALLOP 60/80 (500G X 20PKT) - SPOF, SOTONG PASTE - MGG (1KG X 15PKT) - PVA0021, VANNAMEI SHRIMP PND IQF 31/40 (1KG X 10PKT) - J3, 41/50 PND VANNAMEI (1KG X 10PKT) - PO, COOKED TIGER PRAWN 31/35, 10KG - PJA",6
charsiew,Pork Collar (Frimesa) 20kg BR 梅肉,"Chicken Leg B/L S/O 200gmUp (Seara) 2kgx6pktBR鸡去骨腿, PORK LUNCHEON MEAT (Q3) 397GMX24CAN CN 午餐肉, VANNAMEI PRAWN PND 31/40 1KGX10PKT 虾肉, Pork Collar (Frimesa) 20kg BR 梅肉, PORK LUNCHEON MEAT PREMIUM (MALING) 397GMX24CAN SG, CHICKEN LEG B/L S/O 200GM UP (SADIA) 2KGX6PKT BR, Pork Collar (Sulina) 12kg BR 梅肉",7
Chicken wing as usual 120g,Chicken Wing 120-150gm (Aurora) 9kg BR 鸡翅,"Vannamei Prawn PTO 16/20 1kgx10pkt 凤尾虾, Chicken Wing 120-150gm (Perdigao) 15kg BR 鸡翅, Chicken Wing 120-150gm (Aurora) 9kg BR 鸡翅, Vannamei Prawn PTO 31/40 1kgx10pkt 凤尾虾",4
金山,TAU KEE PUFF,"HANDMADE SMALL FISH CAKE, FISH PASTE, TAU KEE PUFF, FRIED FISH BALL, HANDMADE FRESH FISH BALL (W) 50, CUTTLEFISH BALL (250GM X 12PACK), HANDMADE FRESH FISH BALL (VEG) 50",7
Brussels sprouts,BRUSSEL SPROUT 芽甘蓝 / 小洋包菜,"ONION SPANISH RED 澳洲红葱, CHICORY RED  红菊苣, BRUSSEL SPROUT 芽甘蓝 / 小洋包菜, AUSTRALIA CURLY KALE 羽衣甘兰, POTATO USA / IDAHO / RUSSET 美国土豆 / 美国马铃薯, CHIVES  细香葱 / 西洋细韭菜 (50G/PKT), MUSHROOM PORTOBELLO 波多贝罗蘑菇, STORY FRESH - MESCLUN SALAD 澳洲萨拉 (500G/PKT), BABY ROMAINE LETTUCE / LITTLE GEM / BABY COS LETTUCE 小罗曼",9
Butashoga frozenRTE,BUTASHOGA RAMEN (TAKAGI) (12PKTx450G)(K),"SHOYU SOUP (TAKAGI) TS(20PKTx1KG)(K), KARAKA RAMEN (TAKAGI) (12PKTx450G)(K), PORK BELLY A R/ON SIN/R SB/I 20x50(BOSELER)VAC DE, CHICKEN SAUSAGE (20PKTx1KG), RAMEN CHAR SIEW SLICE (TAKAGI) VAC(10PKT), BUTASHOGA RAMEN (TAKAGI) (12PKTx450G)(K), PULLED PORK (TAKAGI) VAC(10PKTx1KG), PORK HONEY BAKED HAM SLICED (GB) VAC(10PKTx1KG)",8
Fresh Seabass G600,FRESH SEABASS 600 (G),FRESH SEABASS 600 (G),1
Ngo Hiang,NGO HIANG  (五香卷),"NGO HIANG  (五香卷), SOTONG YOU TIAO (苏东油条)",2
Pork loin bone in skin on,FR Loin Bone In Skin On自然猪毛骨带皮,"FR Loin Bone In Skin On自然猪毛骨带皮, PORK LOIN BACK RIB (FRIMESA) -10KG BR, FR Belly自然猪肚肉, Hind Leg B/In Skin On 后腿仔",4
White-480,CHEW'S FRESH WHITE EGGS (D),"CHEW'S FRESH BROWN EGGS (D), CHEW'S FRESH WHITE EGGS (D)",2
三角形 hashbrown,Hash Browns Triangle (Ecofrost) 2.5kgx4pkt BE 三角,"Hash Browns Triangle (Ecofrost) 2.5kgx4pkt BE 三角, CHICKEN TAIWAN SAUSAGE (S.S.KIM) 500GMX20PKT SG, Fish Chip Red (PFP) 500gmx20pkt TH 泰鱼片(红), MIXED VEGETABLES (SHAN) 1KGX10PKT CN 杂豆, Fish Burger Breaded - L 32pcs (Dodo) 2.4kgx6pkt MY, CHICKEN TAIWAN SAUSAGE (V12) 500GMX20PKT SG 鸡肉台湾香肠, Fish Kembong G/G 8/10 (D) 1kgx10pkt TH",7
梅膏,(65B)梅膏 5L - PLUM SAUCE,"(1A24A)(味根香) 素大板鱼500G VGN OSAKA FISH (32 PC), (1A-24B) - (900G) 味根香 小 明虾 - SMALL PRAWN (20 PC), (1B-51A ) 炸腐竹 550G VGN FRIED YUBA (30PCS) (20 PC), (1A25A) - (黑) 腌鸭 切片 素世界-900G SMOKED DUCK DICE (10 PC), (65B)梅膏 5L - PLUM SAUCE, (2B-71) -香春酱300G - VEGAN CEDAR TOON SAUCE (80 PC), (2-70) 大罐 美乃滋酱 3L- VEGAN MAYONAISE (4 PC)",7
vegetarian floss,(1-68) 肉松 1KG - MEAT FLOSS,"日式天妇罗 600G PLANT BASED TEMPURA SHRIMP ROLL, 素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), (1-68) 肉松 1KG - MEAT FLOSS, (2A-41)荷叶饭(10PCS)- LOTUS LEAF RICE 300G, (9B-30) 500G 腊肠 WP - TAIWAN SAUSAGE 20PKT/CTN (20 PC), 咸鱼翻身 VEG SALTED FISH 130G, 新春送礼 2025 CNY GIFTS, 素芋泥角（苏东）-VEGETARIAN TARO SAMOSA",9
Oysters M,"JAPAN MUROTSU OYSTER WHOLE - M, 144pcs/12doz/ctn","JAPAN MUROTSU OYSTER WHOLE - M, 144pcs/12doz/ctn",2
