input,match,product_guide,product_guide_count
Mock chicken,(2A29)苏东 素香G丁900G VEG AYAM CRISPY CHICKEN (SU-TUNG) (12 PC),"日式天妇罗 600G PLANT BASED TEMPURA SHRIMP ROLL, (1B-52A) - 三菇肉饼 (肉脞) 500G VGN SQUARE MINCED MEAT (60 PC), (2B) -培根火腿片 1KG- WP BACON HAM (12 PC), (2A) - 云吞 - VEG WAN TAN-180G (30PCS) *********** (30 PC), 熟水饺(台湾)510G - VGN COOKED DUMPLINGS*************** (20 PC), (1A-1A) - (苏东) 鱼板-900G SU TUNG FISHCAKE (25 PC), 素芋泥角（苏东）-VEGETARIAN TARO SAMOSA, 素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (1A-23A) - 经济香鱼片- 900G VEG ECONOMICAL FISH SLICE (20 PC), (1-90)素世界-鱼丸 - 500G VGN FISH BALL (18 PC), (2B-59) - 马蹄鸡块 300G WP - VEG MAC CHICKEN NUGGET (40 PC), (1A-24B) - (900G) 味根香 小 明虾 - SMALL PRAWN (20 PC), (1B-35B) -沙爹 600G VGN SATAY -1PKT 38 STICKS (30 PC), 咸鱼翻身 VEG SALTED FISH 130G, (2A29)苏东 素香G丁900G VEG AYAM CRISPY CHICKEN (SU-TUNG) (12 PC), (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), (2-80) 素家常燕丸200G VGN HOMEMADE MEATBALL (20 PC), (2A-41)荷叶饭(10PCS)- LOTUS LEAF RICE 300G, (R3-60) 米暹 250g - Mee Siam, (4-61) (大粒) 鱼饼 [ 天然 ] -500G FISHCAKE (20 PC), (62)(红红红) 大罐 (红) 冬炎 2KG VGN TOMYAM (BIG) (6 PC), (1A20A)味根香 素鸡味火腿900G VGN CHICKEN HAM (30 PC), (1A-22A) 素世界 纯羊肉-900G VEGAN VEG STEWED MUTTON (24 PC), (1B-52) -卤肉500G YAM ROLL TKC - 10PCS (50 PC), (3-58A) (天) 啦沙酱 250G - LAKSA PASTE (30 PC), (2-70) 大罐 美乃滋酱 3L- VEGAN MAYONAISE (4 PC), (1A-8A) 牛肉汉堡扒880G VGN BEEF BURGER (8PCS) (20 PC), 2A-23 素扁鱼饼 500G VEG FLAT FISH CAKE (20 PC), (9B-30) 500G 腊肠 WP - TAIWAN SAUSAGE 20PKT/CTN (20 PC), (1B46A)(德明) 素鸡肉片 (素鸡肉块) 1KG VGN CHICKEN MEAT (12 PC), (1A25A) - (黑) 腌鸭 切片 素世界-900G SMOKED DUCK DICE (10 PC), (1B-37B) (更) 1KG 烧卖 - EVERBEST SIEW MAI (7 PC)",32
Roasted Honey MJW,ROASTED MID JT WING,"A01 SPICY WINGSTICK, (33) CRISPY CHICKEN SEAWEED 1KG, A11 POP CORN CHICKEN 1KG, (22) SUPER CRISPY CHICKEN 1KG, TEMPURA CHICKEN NUGGET, ROASTED MID JT WING, N1 CHICKEN NUGGET (10PKT), CHICKEN GYOZA ORIGINAL 1KG X 10PKT , CRISPY CHICKEN ROLL 500G X 20PKT, SWEET CORN (6PKT)",10
Potato🥔,POTATO LOCAL 土豆 / 马铃薯,"LADY'S FINGER / OKRA 洋角豆 / 秋葵, CARROTS 红萝卜, BITTER GOURD 苦瓜, SMALL ROUND TAU POK (50PCS/PKT), TAU KUA XL 豆干 (2PCS X 200G), RADISH WHITE / DAIKON 大白萝卜 / 大根, HONEYDEW 密瓜, KATOLA LOCAL / ANGLE LUFFA 角瓜, MUSHROOM BLACK FUNGUS  黑木耳 (100G/PKT), BEAN SPROUT SMALL 豆芽, PUMPKIN LOCAL 本地南瓜, LEMONGRASS 香茅, TAU POK 豆卜 (10PCS/PKT), POTATO LOCAL 土豆 / 马铃薯, CUCUMBER 黄瓜, YONG TAU FOO 酿豆腐, LONG BEAN 长豆, LETTUCE ROMAINE / COS LETTUCE 罗曼生菜, LOTUS ROOT 莲藕, CHAYOTE 佛手瓜, SPEARMINT 薄荷叶 (50G/PKT), CUCUMBER OLD 老黄瓜, WATERMELON YELLOW 5KG 黄肉无子西瓜, BEAN SPROUT LARGE / SOYA 大豆芽 / 韩国大豆芽, WING BEAN 四方豆, PINEAPPLE HONEY 水晶黄梨 (700G-800G/NOS), WATERMELON 5KG 无子西瓜, BEAN SPROUT PEELED / SLIVER BEANSPROUT 银芽 (MIN 1KG), MANGO HONEY / MANGO THAI 泰国芒果, BROCCOLI AUST 澳洲西兰花, CORN ON COB 玉米 (2PCS/PKT), CUCUMBER JAPANESE 日本黄瓜 (KG), KANG KONG 空心菜 / 雍菜, EGGPLANT LONG BRINJAL 长茄, CABBAGE LONG WONG BOK 大白菜",35
蟹肉丸,CRAB BALL (500GM X 2PACK),"SEAFOOD RING ROLL, CHEESE TOFU 1 KG, EGG TOFU, TAU KEE PUFF, FISH CHIP (BLACK), CRAB BALL (500GM X 2PACK), GOLDEN FISH CHIPS 500GM x 20 PKT, TEOCHEW FISH CAKE (20PCS), CHICKEN DUMPLING, CHICKEN CHEESE MEAT BALL, SEAFOOD BEANCURD",11
Strawberry,STRAWBERRY 草莓 (250G/PUN),"THYME 白里香 (50G/PKT), LETTUCE CORAL GREEN / LOLLO BIANDO 青珊瑚生菜, AUSTRALIA CURLY KALE 羽衣甘兰, ONION PEELED 去皮大洋葱, PUMPKIN LOCAL 本地南瓜, GARLIC PEELED 去皮蒜头 / 蒜肉 (700G/PKT), TOMATO (500G/PKT) 蕃茄, TOMATO CHERRY RED 小蕃茄, CAULIFLOWER 花椰菜, EDIBLE FLOWER - ASSORTED 食用花 (10G/PUN), STORY FRESH - BABY SPINACH 澳洲波菜苗 (500G/PKT), STRAWBERRY 草莓 (250G/PUN), STORY FRESH - MESCLUN SALAD 澳洲萨拉 (500G/PKT), (TND) MICROGREEN - AFFILA / PEA SHOOT / TENDRIL CRESS MG, ONION SHALLOT PEELED 去皮红葱仔, STRAWBERRY 400G 草莓, POMEGRANATE 红石榴 (200G-300G/NOS), RADISH RED BABY 小红圆萝卜 (125G/PKT), BASIL 罗勒 / 九辰塔 (50G/PKT), MUSHROOM WHITE BUTTON 白蘑菇 (KG), CUCUMBER JAPANESE 日本黄瓜 (KG), KOPPERT CRESS - AFFILLA / TENDRIL CRESS (25G/PUN), ONION WHITE HOLLAND 荷兰白皮洋葱, APPLE GREEN 青萍果, SDM - BROWN SHIMEJI (150G/PKT), BLUEBERRY 兰莓 (100G-125G/PKT)",26
SF SQUID WHOLE 6-8' FR 'M' SIZE,FRESH SQUID 8/10,"BOBO COOKED FISH BALL 500G, FRESH SQUID, OYSTER MEAT (L), 2KG X 5PKTS, PO, CRABSTICK (250G X 40PKTS) THAILAND - EPOH, PORK HUMEROUS BONE CUT- AFPOF, FRESH TIGER PRAWN 16/20, FRESH SQUID 8/10, TILAPIA FILLETS 3/5 OZ (10KGS) - EPOH, BLACK TIGER HOSO 16/20 (1OKGS) - PJ, FRESH RED SNAPPER FILLET, OYSTER MEAT (L), 2KG X 5PKTS, ST",15
pomelo,POMELO 柚子 (600G-700G/NOS),"THYME 白里香 (50G/PKT), EGGS JAPAN 日本鸡蛋 (90 EGGS/BUNDLE) WITH EXPI, LILY BUD 白合, FRENCH SHALLOT BANANA 法国洋葱, POMELO 柚子 (600G-700G/NOS), CAPSICUM PEPPER RED 红灯笼椒 / 红大辣椒, ORANGE NAVEL 肉橙子 (120G-170G/NOS), CHIVES  细香葱 / 西洋细韭菜 (50G/PKT), LETTUCE ROMAINE / COS LETTUCE 罗曼生菜, ONION LARGE BROWN 大洋葱, CAPSICUM PEPPER YELLOW 黄灯笼椒 / 黄大辣椒, LEEK JAPANESE / SHIRONEGI / BEI CHONG 北葱 / 日本葱, WATERMELON 5KG 无子西瓜, ORANGE VALENCIA 水橙子 (120G-200G/NOS), MANGO HONEY / MANGO THAI 泰国芒果, KANG KONG 空心菜 / 雍菜, POTATO USA / IDAHO / RUSSET 美国土豆 / 美国马铃薯, MUSHROOM SHITAKE 花菇, CABBAGE ROUND 包菜",19
lemon,LEMON YELLOW 黄柠檬 (150G-200G/NOS),"CARROTS 红萝卜, EGGS JAPAN 日本鸡蛋 (90 EGGS/BUNDLE) WITH EXPI, SPRING ONION 青葱, LETTUCE CORAL GREEN / LOLLO BIANDO 青珊瑚生菜, RADISH WHITE / DAIKON 大白萝卜 / 大根, KOPPERT CRESS - SHISO PURPLE CRESS (25G/PUN), BROCCOLI CHINA 中国西兰花, GARLIC PEELED 去皮蒜头 / 蒜肉 (700G/PKT), HERB - RED OXALIS IN POT  HB_OXR, TOMATO CHERRY RED 小蕃茄, (H.OXL) HARVESTED RED OXALIS 10G, (SS.P) SHISO PURPLE CRESS MG, GINGER YOUNG 幼姜 / 子姜, POTATO LOCAL 土豆 / 马铃薯, EDIBLE FLOWER - ASSORTED 食用花 (10G/PUN), EGGS 鸡蛋 (30 PCS/TRAY), LEMON YELLOW 黄柠檬 (150G-200G/NOS), ENGLISH PARSLEY 西香菜 / 西芫荽 (300G/BUN), (RVS) RED VEIN SORREL CRESS MG, (SS.G) SHISO GREEN CRESS MG, (TND) MICROGREEN - AFFILA / PEA SHOOT / TENDRIL CRESS MG, ONION LARGE BROWN 大洋葱, AVOCADO AUSTRALIA /  澳洲鳄梨 (150G-200G/NOS), CHILLI SHISHITO 日式甜椒, KOPPERT CRESS - VENE / RED VEIN SORREL CRESS (25G/PUN), LEEK JAPANESE / SHIRONEGI / BEI CHONG 北葱 / 日本葱, TOFU RED SILKEN  水豆腐 / 红盒豆腐 (300G/NOS), LETTUCE CORAL RED / LOLLO ROSSA 红珊瑚生菜, CUCUMBER JAPANESE 日本黄瓜 (KG), KOPPERT CRESS - AFFILLA / TENDRIL CRESS (25G/PUN), EGGS CENTURY 皮蛋, RADISH GREEN MEAT 青萝卜, MUSHROOM SHITAKE 花菇, CABBAGE ROUND 包菜",34
shredded lettuce,LETTUCE CUT ICEBERG SHREDDED 西生菜丝,"SLICED TOMATOES , DIPOSABLE CONTAINER 切片, 红番茄, BEIJING CABBAGE SHREDDED 1MM, LETTUCE CUT ICEBERG SHREDDED 西生菜丝, CABBAGE ROUND JULIENNED / SHREDDED 包菜丝, CUCUMBER 黄瓜, SLICED CHERRY TOMATOES , DIPOSABLE CONTAINER 切半, 小红番茄",10
broccoli china,BROCCOLI CHINA 中国西兰花,"CARROTS 红萝卜, EGGS JAPAN 日本鸡蛋 (90 EGGS/BUNDLE) WITH EXPI, SPRING ONION 青葱, LETTUCE CORAL GREEN / LOLLO BIANDO 青珊瑚生菜, RADISH WHITE / DAIKON 大白萝卜 / 大根, KOPPERT CRESS - SHISO PURPLE CRESS (25G/PUN), BROCCOLI CHINA 中国西兰花, GARLIC PEELED 去皮蒜头 / 蒜肉 (700G/PKT), HERB - RED OXALIS IN POT  HB_OXR, TOMATO CHERRY RED 小蕃茄, (H.OXL) HARVESTED RED OXALIS 10G, (SS.P) SHISO PURPLE CRESS MG, GINGER YOUNG 幼姜 / 子姜, POTATO LOCAL 土豆 / 马铃薯, EDIBLE FLOWER - ASSORTED 食用花 (10G/PUN), EGGS 鸡蛋 (30 PCS/TRAY), LEMON YELLOW 黄柠檬 (150G-200G/NOS), ENGLISH PARSLEY 西香菜 / 西芫荽 (300G/BUN), (RVS) RED VEIN SORREL CRESS MG, (SS.G) SHISO GREEN CRESS MG, (TND) MICROGREEN - AFFILA / PEA SHOOT / TENDRIL CRESS MG, ONION LARGE BROWN 大洋葱, AVOCADO AUSTRALIA /  澳洲鳄梨 (150G-200G/NOS), CHILLI SHISHITO 日式甜椒, KOPPERT CRESS - VENE / RED VEIN SORREL CRESS (25G/PUN), LEEK JAPANESE / SHIRONEGI / BEI CHONG 北葱 / 日本葱, TOFU RED SILKEN  水豆腐 / 红盒豆腐 (300G/NOS), LETTUCE CORAL RED / LOLLO ROSSA 红珊瑚生菜, CUCUMBER JAPANESE 日本黄瓜 (KG), KOPPERT CRESS - AFFILLA / TENDRIL CRESS (25G/PUN), EGGS CENTURY 皮蛋, RADISH GREEN MEAT 青萝卜, MUSHROOM SHITAKE 花菇, CABBAGE ROUND 包菜",34
Chicken&Chives,CHICKEN & CHI DUMPLING 鸡肉韭菜水饺 (20PKTx500G)(X),"Pork Loin Boneless TP(250G-300G) 包装猪肉头, PORK [SWEET&SOUR] (YUMME) TFV (20PKTx500G), PORK COLLAR IBERICO SHABU (YUMME) TP(20PKTx200G), PORK & PICKLED CAB DUMPLING 酸菜猪肉水饺 (20PKTx500G)(X), PORK & CHI DUMPLING 韭菜猪肉水饺 (20PKTx500G)(X), PORK SHANGHAI STEAMED BUN (20PKTx500G)(X), Pork Spare Rib Cut TP(250G-300G) 包装猪排骨, SHRIMP & CAB GYOZA 虾仁圆白菜煎饺 (20PKTx240G)(X), PORK & MUSH DUMPLING 香菇猪肉水饺 (20PKTx500G)(X), PORK SPARE RIBS CUT (YUMME) TFV (20PKTx500G), PORK BELLY SUKIYAKI (YUMME) TP(20PKTx300G), PORK & CELERY DUMPLING 芹菜猪肉水饺 (20PKTx500G)(X), PORK MINCED 80/20 (YUMME) TFV (20PKTx500G), PORK COLLAR 13MM (YUMME) TFV(20PKTx500G), CHICKEN & CAB DUMPLING 鸡肉白菜水饺 (20PKTx500G)(X), PORK WANTON 猪肉云吞 (20PKTx240G)(X), Pork Belly 2PCS TP(280G-330G) 包装猪肚肉, IBERICO PORK & CHI DUMPLING (M/AFF) TS(20PKTx400G), CHICKEN & CHI DUMPLING 鸡肉韭菜水饺 (20PKTx500G)(X), IBERICO PORK & CAB DUMPLING (M/AFF) TS(20PKTx400G), PORK & SHRIMP WANTON 鲜虾猪肉云吞 (20PKTx320G)(X), PORK COLLAR IBERICO SHABU (M/AFF) SP(20PKTx250G), PORK BELLY CUBE (YUMME) TFV(20PKTx500G), KAIFENG STEAMED BUN-SPRING ONION (20PKTx500G)(X), CHI & EGG DUMPLING 韭菜鸡蛋水饺 (20PKTx500G)(X), Pork Shoulder Lean S/O TP(280G-330G) 包装猪腿肉, Pork Hind Lean TP(280G-330G) 包装猪后赤, PORK COLLAR SHABU (YUMME) TP(20PKTx300G), PORK BELLY IBERICO SUKIYA (YUMME) TP(20PKTx200G), PORK BELLY STRIP (YUMME) TFV (20PKTx500G), Pork Minced 90/10 TP(250G-300G) 包装猪搅肉, PORK WANTON IN CHILLI OIL 红油抄手 (20PKTx370G)(X), Pork Collar TP(280G-330G) 包装猪五花肉, Pork Liver TP(180G-200G) 包装猪肝, PORK & CAB DUMPLING 白菜猪肉水饺 (20PKTx500G)(X)",35
Kway teow,KWAY TEOW 粿条,"GREEN CAPSICUM 青灯笼椒, RED CHILLI PADI CUT 小红辣椒切, BIG BEAN SPROUT 大豆芽, SMALL LIME 小酸柑, RED CHILLI PADI 小红辣椒, PEELED GARLIC 蒜肉, JAPANESE CUCUMBER 日本青瓜, WHOLE GARLIC 蒜头整颗, RED CHILLI 红辣椒, RED DOU FU BOX 红豆腐盒, PEELED VACUUM PACKED GARLIC 真空蒜肉, RED CAPSICUM 红灯笼椒, SPRING ONION  青葱, KWAY TEOW 粿条, YELLOW NOODLE 熟 / 黄面, PEELED LARGE ONION 去皮大洋葱, RED CARROT 红萝卜",17
牛腱肉,BEEF SHANK (QUALITY BEEF) BR 牛腱肉,"BEEF SHANK (FRIBOI) BR 牛腱肉, Pork Belly Sheet Ribbed S/O (Aurora) 25kg BR 削骨三层肉, Vannamei Prawn PND 51/60 1kgx10pkt 虾肉, PORK BELLY SHEET RIBBED S/O (FRIMESA) 20KG BR削骨三层肉, CREAM DORY FILLET 400-600GM (DOUBLE FISH) 6KG VN, Carrot Sliced 25mm-35mm (Dew Fresh) 1kgx10pkt AU, JK PORK FAT CUBE 2CM 5KG/PKT SG 猪油丁, LAMB FLAPS B/I (LANZ) NZ 羊排骨, Vannamei Prawn PND 71/90 1kgx10pkt虾肉, Beef Shank (Fribal) BR 牛腱肉, Pork Collar (Sulina) 12kg BR 梅肉, CREAM DORY FILLET 400-600GM (S) 6KG VN 多利魚, CHICKEN LEG B/L S/O 200GM UP (AVIVAR) 2KGX6PKT BR, BEEF SHANK (QUALITY BEEF) BR 牛腱肉, Beef Shank (Beauvallet) BR 牛腱肉, GJ Beef Shank, CREAM DORY FILLET 220-300GM 6KG (2) VN  多利魚, Cream Dory Fillet 220gm Up 6kg VN 多利魚, Pork Collar (Frimesa) 20kg BR 梅肉, PANGASIUS SUTCHI FILLET 400-600GM (JJ) 6KG VN 多利魚, Beef Knuckle (Friboi) BR 牛腿肉, BEEF SHANK (MASTERBOI) BR 牛腱肉, Beef Knuckle (Beauvallet) BR 牛腿肉, Cuttlefish Paste (A) 1kgx15pkt MY 苏东酱, Chicken Leg B/L S/O 200gm Up(Aurora)2kgx6pkt BR, PORK LEG B/L S/L (FRIMESA) 25KG BR 猪后腿, VANNAMEI PRAWN PND 41/50 B 1KGX10PKT 虾肉(B), Chicken Whole Leg (Perdigao) 15kg BR  巴西鸡大腿, FISH SEABASS 800GM  IN 金目鲈",29
Fried 2 joint wing,FS01 FRIED 2 JOINT WING,"TM02 TEMPURA CHIX PATTIE 1KG X 10 PKT, BAKED CHICKEN BITES, FISH PATTY (5PKT), BATTERED ONION RING (10PKT), A01 SPICY WINGSTICK, (33) CRISPY CHICKEN SEAWEED 1KG, CHICKEN GYOZA KIMCHI 1KG X 10 PKT, TERIYAKI STEAK S/LESS 1KG, (22) SUPER CRISPY CHICKEN 1KG, ROASTED MID JT WING, FS05 FRIED CRISPY THIGH, (99) S/L CHIX BREAST FILLET 1.15KG, (5) CRISPY CHIX W BEANCURD 400G, GRILLED CHIX STEAK (5PKT), FS01 FRIED 2 JOINT WING, COCONUT WATER WITH MEAT 250ML, CHICKEN GYOZA ORIGINAL 1KG X 10PKT , FS03 CRISPY CHICKEN STRIP",18
Radish Red Baby (125g/pkt) 小红圆萝卜,RADISH RED BABY 小红圆萝卜 (125G/PKT),"BRUSSEL SPROUT 芽甘蓝 / 小洋包菜, BEETROOT 红甜菜根, LETTUCE CORAL GREEN / LOLLO BIANDO 青珊瑚生菜, EDIBLE FLOWER - ASSORTED 食用花 (10G/PUN), BEETROOT CHIOGGIA (BIG), RADISH RED BABY 小红圆萝卜 (125G/PKT), BEETROOT GOLDEN BABY 小黄金甜菜根, STORY FRESH - MESCLUN SALAD 澳洲萨拉 (500G/PKT), BEETROOT GOLDEN 黄金甜菜根, BEETROOT BABY CHIOGGIA / CANDY 红白甜菜根, BEETROOT BABY RED 小甜菜根",11
coral lettuce red,LETTUCE CORAL RED / LOLLO ROSSA 红珊瑚生菜,"CARROTS 红萝卜, EGGS JAPAN 日本鸡蛋 (90 EGGS/BUNDLE) WITH EXPI, SPRING ONION 青葱, LETTUCE CORAL GREEN / LOLLO BIANDO 青珊瑚生菜, RADISH WHITE / DAIKON 大白萝卜 / 大根, KOPPERT CRESS - SHISO PURPLE CRESS (25G/PUN), BROCCOLI CHINA 中国西兰花, GARLIC PEELED 去皮蒜头 / 蒜肉 (700G/PKT), HERB - RED OXALIS IN POT  HB_OXR, TOMATO CHERRY RED 小蕃茄, (H.OXL) HARVESTED RED OXALIS 10G, (SS.P) SHISO PURPLE CRESS MG, GINGER YOUNG 幼姜 / 子姜, POTATO LOCAL 土豆 / 马铃薯, EDIBLE FLOWER - ASSORTED 食用花 (10G/PUN), EGGS 鸡蛋 (30 PCS/TRAY), LEMON YELLOW 黄柠檬 (150G-200G/NOS), ENGLISH PARSLEY 西香菜 / 西芫荽 (300G/BUN), (RVS) RED VEIN SORREL CRESS MG, (SS.G) SHISO GREEN CRESS MG, (TND) MICROGREEN - AFFILA / PEA SHOOT / TENDRIL CRESS MG, ONION LARGE BROWN 大洋葱, AVOCADO AUSTRALIA /  澳洲鳄梨 (150G-200G/NOS), CHILLI SHISHITO 日式甜椒, KOPPERT CRESS - VENE / RED VEIN SORREL CRESS (25G/PUN), LEEK JAPANESE / SHIRONEGI / BEI CHONG 北葱 / 日本葱, TOFU RED SILKEN  水豆腐 / 红盒豆腐 (300G/NOS), LETTUCE CORAL RED / LOLLO ROSSA 红珊瑚生菜, CUCUMBER JAPANESE 日本黄瓜 (KG), KOPPERT CRESS - AFFILLA / TENDRIL CRESS (25G/PUN), EGGS CENTURY 皮蛋, RADISH GREEN MEAT 青萝卜, MUSHROOM SHITAKE 花菇, CABBAGE ROUND 包菜",34
Fresh Rocket,STORY FRESH - ROCKET SALAD 澳洲芝麻叶 (500G/PKT),"CARROTS 红萝卜, THYME 白里香 (50G/PKT), SPRING ONION 青葱, GARLIC SPROUT  蒜苔 (250G/BUN), LETTUCE CORAL GREEN / LOLLO BIANDO 青珊瑚生菜, AUSTRALIA CURLY KALE 羽衣甘兰, ONION PEELED 去皮大洋葱, ROSEMARY 迷迭香 (50G/PKT), BROCCOLI CHINA 中国西兰花, CELERY IMPORTED 西芹菜, GARLIC PEELED 去皮蒜头 / 蒜肉 (700G/PKT), TOMATO CHERRY RED 小蕃茄, CORIANDER 香菜 / 芫荽 (300G-350G/BUN), POTATO RED SKIN / POTATO DESIREE 红皮土豆 / 红皮马铃薯, BAY LEAF 月桂叶 (50G/PKT), ONION PEELED 去皮大洋葱 (1KG/PKT), CUCUMBER 黄瓜, CHIVES  细香葱 / 西洋细韭菜 (50G/PKT), ITALIAN LETTUCE MIZUNA GREEN 125G 青水菜, LEMON YELLOW 黄柠檬 (150G-200G/NOS), OREGANO 牛至叶 (50G/PKT), PADI CHILLI RED 红小辣椒 / 红潮天椒 (250G/PKT), RADISH RED BABY 小红圆萝卜 (125G/PKT), ITALIAN FLAT PARSLEY 意大利香菜 / 意大利芫荽 (50G/PKT), BROCCOLI AUST 澳洲西兰花, BASIL 罗勒 / 九辰塔 (50G/PKT), SAGE 鼠尾草 (50G/PKT), LETTUCE CORAL RED / LOLLO ROSSA 红珊瑚生菜, MUSHROOM WHITE BUTTON 白蘑菇 (KG), STORY FRESH - ROCKET SALAD 澳洲芝麻叶 (500G/PKT), CUCUMBER JAPANESE 日本黄瓜 (KG), LEMON 黄柠檬盒装 (88-113PCS/CTN), SDM - BROWN SHIMEJI (150G/PKT)",33
猪肉片,JK PORK SLICED 3MM (BAG) 2KG SG 猪肉片,"Cream Dory Fillet 400-600gm 6kg (2) VN  多利魚, JK PORK MINCED A THIN (BAG) 2KGX6PKT SG 猪肉碎A细, JK Chicken Minced (Bag) 2kgx10pkt SG, Chicken Nuggets Tempura Fully Cooked 1kgx15pkt MY, Vannamei Prawn HOSO 31/40 AA 1kgx10pkt 灰虾, Chicken Leg B/L S/L (Seara) 2kgx6pkt BR 无皮去骨腿, CREAM DORY FILLET 400-600GM (DOUBLE FISH) 6KG VN, Chicken Leg B/L S/O 200gmUp (Seara) 2kgx6pktBR鸡去骨腿, CHICKEN TAIWAN SAUSAGE (S.S.KIM) 500GMX20PKT SG, Crab Sticks (China) 250gmx40pkt CN 中国蟹条, JK PORK FAT CUBE 2CM 5KG/PKT SG 猪油丁, JK PORK SLICED 3MM (BAG) 2KG SG 猪肉片, JK PORK MINCED A THIN (BAG) 2KGX10PKT SG A细, JK PORK STRIP 0.5CM (BAG) 5KG SG 猪肉丝, Prawn Head 10Kg/Ctn 虾头, Beef Leg Of Beef W/O G. Coin (Masterboi) BR 牛肉腿, Crispy Chicken Nugget (Freezepak) 1kgx9pkt TH泰国麦鸡块, King Crab Ball (LC) 500gmx20pkt VN 皇帝蟹丸, Pork Collar (Sulina) 12kg BR 梅肉, Aurora Chicken B/L Leg Skinless 12Kg/Ctn 无皮去骨腿, CHICKEN COCKTAIL SAUSAGE (S.S.KIM) 250GMX60PKT SG, JK Pork Big Bone Cut 1 Cut 2 (Bag) 10kg SG, Chicken Leg B/L Skinless (Sadia) 2kgx6pkt BR, Pork Collar (Frimesa) 20kg BR 梅肉, CRAB STICKS (OKEANOSS) 250GMX40PKT TH 泰国蟹条, PANGASIUS SUTCHI FILLET 400-600GM (JJ) 6KG VN 多利魚, Pork Collar (Aurora) 10kg BR 梅肉, Twin Valley Pork Luncheon Meat 397Gm, 24Can/Ctn, Cooked Chicken Nuggets (Ken Ken) 1kgx10pkt CN 鸡金块, SQUID RING SKIN OFF (SG) 1KGX10PKT CN 无皮苏东圈, Fish Chip Red (PFP) 500gmx20pkt TH 泰鱼片(红)",32
Curry leaves-100gram,CURRY LEAF 咖喱叶,"ROUND CABBAGE 包菜, LARGE ONION 大洋葱, OLD GINGER 老姜, GREEN FRISEE 青菲茜, CHERRY TOMATO 樱桃番茄, RED CARROT 红萝卜, GINGER FLOWER 姜花, MEDIUM TOMATO 中番茄, YOUNG GINGER 子姜, PEELED GARLIC 蒜肉, CURRY LEAF 咖喱叶, YELLOW LEMON 黄柠檬, ROMAINE LETTUCE 罗马生菜, BOMBAY ONION 红大葱, BUTTON MUSHROOM 白菇, RED CHILLI 红辣椒, PEELED SHALLOT 葱肉, BEIJING CABBAGE 北京包菜, RED CHILLI PADI 小红辣椒, CORIANDER / CHINESE PARSLEY 芫茜, ICEBERG LETTUCE 西生菜",21
MARIGOLD FLOWER,EDIBLE FLOWER - MARIGOLD 万寿菊花 (10G/PUN),"(RVS) RED VEIN SORREL CRESS MG, (SS.G) SHISO GREEN CRESS MG, (ES.S) EGYPTIAN STAR SAKURA (10G/PUN), (TND) MICROGREEN - AFFILA / PEA SHOOT / TENDRIL CRESS MG, (LB) LEMON BALM CRESS MG, (ES.P) EGYPTIAN STAR PINK (10G/PUN), (ES.W) EGYPTIAN STAR WHITE (10G/PUN), EDIBLE FLOWER - MARIGOLD 万寿菊花 (10G/PUN), (ES.PU) EGYPTIAN STAR PURPLE (10G/PUN), (ES.M) EGYPTIAN STAR MIXED (10G/PUN), EDIBLE FLOWER - VIOLA (10G/PUN), EDIBLE FLOWER - ASSORTED 食用花 (10G/PUN), (H.NAS) HARVESTED NASTURTIUM LEAVES (40PCS/PUN), (ES.R) EGYPTIAN STAR RED (10G/PUN)",14
Thai parsley,PARSLEY / SAW LEAF 芫茜,"ROUND CABBAGE 包菜, LARGE ONION 大洋葱, CHINESE CELERY 芹菜, SMALL LIME 小酸柑, GREEN FRISEE 青菲茜, GREEN CHILLI PADI 青小辣椒, HOR FUN 河粉, BASIL LEAF SWEET 金不换 甜, LEMON GRASS / SERAI 葱毛, CUCUMBER 青瓜, RED CARROT 红萝卜, BIG TAU KWA 大豆干, BABY KAILAN 芥兰仔, GREEN MANGO 青芒果, MEDIUM TOMATO 中番茄, SPRING ONION  青葱, CHIVE 韭菜, PEELED LARGE ONION 去皮大洋葱, BASIL LEAF HOT 金不换 辣, BEAN SPROUT 豆芽, PEELED GARLIC 蒜肉, EGGPLANT 茄子, PINEAPPLE 黄梨, BOMBAY ONION 红大葱, PARSLEY / SAW LEAF 芫茜, BROWN SHIMEIJI MUSHROOM 松菇 / 蟹味菇, RED CHILLI 红辣椒, RED CHILLI PADI 小红辣椒, CORIANDER / CHINESE PARSLEY 芫茜, BLUE GINGER 南姜, LONG BEAN 菜豆, LIME LEAF 大柑叶",32
6_,PRAWN CRACKER (虾饼),"BIAN XIANG (扁香), Sotong Roll (苏东卷), (S) Ma Ti Dan (马蹄蛋)-小, JUMBO BAO BING (薄饼), YAM  ROLL (芋酥), Sotong Paste (苏东浆), Su Bao Bing (素薄饼), Dou Gan (S)(豆干-小), Fish Paste (鱼浆), SMALL OIL小桶油, (B) Ma Ti Dan (马蹄蛋)-大, Jian Yu Bing (尖鱼饼), CHINESE SAUSAGE (灌肠), Fish Ball (鱼丸), Cooked Cuttlefish (目斗), PRAWN CRACKER (虾饼), Sliced Ginger (姜片)",17
